((0, 1), (0, 1), (1, 1)) : 1378
((0, 1), (0, 4), (1, 5)) : 255
((0, 1), (0, 5), (1, 4)) : 41
((0, 4), (0, 4), (5, 5)) : 5
((0, 5), (0, 5), (4, 4)) : 20
((0, 4), (0, 5), (4, 5)) : 2
((0, 1), (0, 7), (1, 7)) : 33
((0, 5), (0, 7), (4, 7)) : 9
((0, 1), (0, 3), (1, 2)) : 759
((0, 1), (0, 2), (1, 3)) : 3773
((0, 1), (0, 6), (1, 6)) : 235
((0, 2), (0, 4), (3, 5)) : 255
((0, 2), (0, 5), (3, 4)) : 163
((0, 3), (0, 5), (2, 4)) : 699
((0, 3), (0, 4), (2, 5)) : 115
((0, 4), (0, 6), (5, 6)) : 35
((0, 5), (0, 6), (4, 6)) : 163
((0, 3), (0, 7), (2, 7)) : 344
((0, 2), (0, 7), (3, 7)) : 136
((0, 6), (0, 7), (6, 7)) : 41
((0, 2), (0, 2), (3, 3)) : 8683
((0, 3), (0, 3), (2, 2)) : 21276
((0, 2), (0, 3), (2, 3)) : 7313
((0, 3), (0, 6), (2, 6)) : 5285
((0, 2), (0, 6), (3, 6)) : 2412
((0, 6), (0, 6), (6, 6)) : 489
((1, 1), (1, 1), (1, 1)) : 157
((1, 1), (1, 4), (1, 5)) : 18
((1, 5), (1, 5), (4, 4)) : 9
((4, 5), (4, 5), (4, 5)) : 1
((4, 4), (4, 5), (5, 5)) : 2
((1, 1), (1, 7), (1, 7)) : 1
((1, 5), (1, 7), (4, 7)) : 2
((4, 7), (4, 7), (5, 5)) : 2
((4, 7), (5, 7), (7, 7)) : 2
((1, 1), (1, 2), (1, 3)) : 69
((1, 2), (1, 4), (3, 5)) : 3
((1, 2), (1, 5), (3, 4)) : 10
((1, 3), (1, 4), (2, 5)) : 2
((1, 3), (1, 5), (2, 4)) : 181
((2, 5), (3, 5), (4, 4)) : 11
((2, 4), (3, 4), (5, 5)) : 29
((2, 4), (3, 5), (4, 5)) : 6
((1, 1), (1, 6), (1, 6)) : 2
((1, 4), (1, 6), (5, 6)) : 2
((1, 5), (1, 6), (4, 6)) : 8
((4, 5), (4, 6), (5, 6)) : 2
((4, 4), (5, 6), (5, 6)) : 1
((4, 6), (4, 6), (5, 5)) : 35
((1, 6), (1, 7), (6, 7)) : 1
((4, 6), (5, 7), (6, 7)) : 8
((4, 7), (5, 6), (6, 7)) : 3
((6, 7), (6, 7), (7, 7)) : 6
((1, 3), (1, 7), (2, 7)) : 17
((1, 2), (1, 7), (3, 7)) : 1
((2, 5), (3, 7), (4, 7)) : 4
((2, 7), (3, 4), (5, 7)) : 4
((2, 7), (3, 5), (4, 7)) : 32
((2, 4), (3, 7), (5, 7)) : 5
((2, 7), (3, 7), (7, 7)) : 6
((1, 2), (1, 2), (3, 3)) : 82
((1, 2), (1, 3), (2, 3)) : 50
((1, 3), (1, 3), (2, 2)) : 1385
((1, 2), (1, 6), (3, 6)) : 35
((1, 3), (1, 6), (2, 6)) : 77
((1, 6), (1, 6), (6, 6)) : 8
((2, 4), (2, 5), (3, 3)) : 223
((2, 2), (3, 4), (3, 5)) : 241
((2, 3), (2, 4), (3, 5)) : 174
((2, 3), (2, 5), (3, 4)) : 11
((2, 5), (3, 6), (4, 6)) : 20
((2, 6), (3, 5), (4, 6)) : 224
((2, 4), (3, 6), (5, 6)) : 82
((2, 6), (3, 4), (5, 6)) : 15
((4, 6), (5, 6), (6, 6)) : 38
((2, 7), (2, 7), (3, 3)) : 312
((2, 3), (2, 7), (3, 7)) : 44
((2, 2), (3, 7), (3, 7)) : 116
((2, 7), (3, 6), (6, 7)) : 90
((2, 6), (3, 7), (6, 7)) : 77
((6, 6), (6, 7), (6, 7)) : 71
((2, 3), (2, 3), (2, 3)) : 129
((2, 2), (2, 3), (3, 3)) : 13147
((2, 3), (2, 6), (3, 6)) : 848
((2, 2), (3, 6), (3, 6)) : 2688
((2, 6), (2, 6), (3, 3)) : 5208
((2, 6), (3, 6), (6, 6)) : 1815
((6, 6), (6, 6), (6, 6)) : 693
